Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,AMDewptCalPl,ScenRelAMIns,LIfr12ZDENSd,AMInsWliScen,AMInstabMt,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,CapInScen,LatestCIN,LLIW,CurPropConv,Dewpoints,LoLevMoistAd,InsChange,InsSclInScen,LowLLapse,MeanRH,MidLLapse,MountainFcst,MvmtFeatures,ScenRel3_4,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Jul2_Jul15,H,CThruK,PartInhibit,Average,Instability,H,N1GtLIGt_4,MoreUnstable,None,Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,VeryWet,Wet,Wet,Clear,Clear,Clear,Clear,None,StrongWest,None,Weak,Weak,None,LittleChange,LittleChange,Average,None,Strong,Strong,LowMtsHighPl,Neutral,LittleChange,MoreUnstable,Stable,VeryMoist,CloseToDryAd,XNIL,NoMajor,HI,H,XNIL,XNIL,XNIL,DryMMoistL,E_W_N,SigNegative,None,NWQuad,Westerly,E_NE
May15_Jun14,G,CThruK,PartInhibit,LessThanAve,Stability,G,N1GtLIGt_4,Average,None,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Dry,VeryWet,VeryWet,Wet,PC,PC,PC,PC,Weak,Westerly,Weak,None,None,None,LittleChange,LittleChange,LessThanAve,None,Moderate,Strong,LowAtStation,Neutral,LittleChange,Average,Steep,Dry,CloseToDryAd,XNIL,NoMajor,GJ,G,XNIL,XNIL,XNIL,Other,E_W_S,LittleChange,None,SWQuad,Westerly,WidespdDnsl
Jun15_Jul1,J,CThruK,PartInhibit,LessThanAve,Stability,CDEJ,N1GtLIGt_4,Average,None,Neutral,Neutral,Down,Down,Down,Wet,Dry,Neutral,Wet,Clear,Clear,Clear,Clear,None,Other,None,None,None,None,DecCapIncIns,Decreasing,LessThanAve,None,Strong,Strong,LowAtStation,WeakPos,Increasing,MoreUnstable,ModerateOrLe,Average,CloseToDryAd,XNIL,NoMajor,GJ,J,SIG,SIG,SIG,DryMMoistL,E_W_S,LittleChange,Other,LV,LVorOther,LV
Jul2_Jul15,B,AB,PartInhibit,LessThanAve,Neutral,ABI,N1GtLIGt_4,MoreUnstable,Weak,WeakUp,Neutral,StrongUp,StrongUp,StrongUp,Neutral,Neutral,Neutral,Wet,PC,Clear,Clear,PC,Strong,StrongWest,Strong,Strong,Weak,Some,LittleChange,LittleChange,LessThanAve,None,Unfavorable,Moderate,LowSHighN,Neutral,LittleChange,MoreUnstable,ModerateOrLe,VeryMoist,ModerateOrLe,SVR,NoMajor,B,B,XNIL,XNIL,SVR,Other,DenvCyclone,LittleChange,Other,AllElse,Westerly,DenvCyclone
Aug11_Aug20,E,CThruK,PartInhibit,MoreThanAve,Stability,CDEJ,N5GtLIGt_8,Average,Weak,Neutral,StronUp,Down,Neutral,Neutral,Dry,Neutral,VeryWet,Wet,Cloudy,PC,Cloudy,Cloudy,Strong,StrongWest,Strong,Strong,Strong,Marked,IncCapDecIns,Increasing,MoreThanAve,None,Moderate,Strong,LowAtStation,Neutral,LittleChange,LessUnstable,CloseToDryAd,Average,Steep,SVR,NoMajor,ACEFK,E,SIG,SIG,SVR,MoistMDryL,DryLine,PosToNeg,Moving,LV,LVorOther,DenvCyclone
Jul16_Aug10,E,CThruK,PartInhibit,Average,Stability,CDEJ,N5GtLIGt_8,LessUnstable,Weak,WeakUp,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,VeryWet,Clear,PC,Clear,Clear,Strong,Westerly,None,None,None,Some,LittleChange,LittleChange,Average,None,Unfavorable,None,Other,StrongPos,Increasing,LessUnstable,Steep,Dry,Steep,SIG,NoMajor,ACEFK,E,XNIL,XNIL,SIG,MoistMDryL,MovingFtorOt,LittleChange,None,SWQuad,Westerly,WidespdDnsl
Jul2_Jul15,K,CThruK,PartInhibit,Average,Instability,K,N1GtLIGt_4,MoreUnstable,Weak,WeakUp,Down,WeakUp,Neutral,Neutral,Wet,Dry,Wet,VeryWet,PC,PC,PC,PC,Strong,Other,None,None,None,Some,LittleChange,LittleChange,Average,None,Moderate,Strong,LowAtStation,StrongPos,Increasing,MoreUnstable,ModerateOrLe,Average,ModerateOrLe,SVR,MarkedUpper,ACEFK,K,XNIL,XNIL,SVR,DryMMoistL,E_W_S,SigPositive,QStationary,SWQuad,LVorOther,WidespdDnsl
Jul2_Jul15,K,CThruK,PartInhibit,Average,Stability,K,LILt_8,Average,Weak,WeakUp,Down,Neutral,Down,Down,Wet,Wet,Wet,Wet,Clear,PC,Clear,Clear,Strong,DCVZFavor,Weak,None,None,Marked,IncCapDecIns,Increasing,MoreThanAve,None,Unfavorable,None,LowSHighN,Neutral,Increasing,MoreUnstable,ModerateOrLe,Dry,ModerateOrLe,SIG,StrongFront,ACEFK,K,XNIL,XNIL,SIG,MoistMDryL,E_W_S,SigPositive,None,AllElse,Westerly,WidespdDnsl
Jun15_Jul1,K,CThruK,PartInhibit,Average,Instability,K,N1GtLIGt_4,MoreUnstable,Weak,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,VeryWet,Wet,VeryWet,VeryWet,PC,Cloudy,Cloudy,Cloudy,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Average,PartInhibit,Unfavorable,None,LowEvrywhere,Neutral,LittleChange,Average,ModerateOrLe,VeryMoist,ModerateOrLe,SIG,MarkedUpper,ACEFK,K,XNIL,XNIL,SIG,Other,MovingFtorOt,SigNegative,Moving,AllElse,Westerly,LongAnticyc
Jul16_Aug10,B,AB,PartInhibit,Average,Stability,ABI,N5GtLIGt_8,LessUnstable,Weak,Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,Clear,PC,Clear,PC,Weak,DCVZFavor,Weak,None,None,None,LittleChange,LittleChange,Average,None,Moderate,Strong,LowNHighS,Neutral,LittleChange,LessUnstable,ModerateOrLe,VeryMoist,ModerateOrLe,XNIL,NoMajor,B,B,SIG,SIG,SIG,MoistMDryL,DenvCyclone,PosToNeg,None,LV,LVorOther,LV
May15_Jun14,G,CThruK,PartInhibit,Average,Neutral,G,N5GtLIGt_8,Average,Strong,StrongUp,Down,Down,Down,Down,Neutral,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Westerly,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Average,None,Weak,None,LowEvrywhere,Neutral,Increasing,MoreUnstable,Steep,Dry,CloseToDryAd,SIG,MarkedUpper,GJ,G,XNIL,XNIL,SIG,Other,Other,LittleChange,None,LV,LVorOther,LV
Jul16_Aug10,D,CThruK,Stifling,MoreThanAve,Instability,CDEJ,LILt_8,MoreUnstable,None,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,PC,Clear,Clear,Clear,Weak,Westerly,Weak,Weak,Weak,None,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Unfavorable,None,HighEvrywher,WeakPos,Increasing,MoreUnstable,Steep,Dry,CloseToDryAd,XNIL,MarkedUpper,D,D,XNIL,XNIL,XNIL,DryMMoistL,Other,SigPositive,Other,AllElse,Westerly,LV
Aug20_Sep15,A,AB,PartInhibit,LessThanAve,Stability,ABI,LIGt0,LessUnstable,None,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Dry,Wet,VeryWet,PC,Cloudy,PC,Cloudy,None,Westerly,None,Weak,Weak,None,IncCapDecIns,Increasing,MoreThanAve,None,Moderate,Moderate,HighEvrywher,WeakPos,Increasing,LessUnstable,Stable,VeryMoist,Steep,XNIL,MarkedUpper,ACEFK,A,SIG,SIG,SIG,Other,DenvCyclone,SigNegative,Other,SWQuad,LVorOther,SEQuad
Jun15_Jul1,B,AB,None,LessThanAve,Instability,ABI,N1GtLIGt_4,Average,Strong,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,Clear,Cloudy,Clear,Clear,Strong,StrongWest,Strong,Weak,Weak,Marked,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Moderate,None,LowNHighS,WeakPos,LittleChange,Average,Stable,Dry,CloseToDryAd,SVR,NoMajor,B,B,XNIL,XNIL,SVR,Other,DryLine,LittleChange,None,SWQuad,LVorOther,DenvCyclone
Jul16_Aug10,B,AB,PartInhibit,LessThanAve,Stability,ABI,LIGt0,LessUnstable,None,Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Dry,Dry,PC,PC,PC,PC,None,Other,None,Weak,Weak,None,LittleChange,LittleChange,LessThanAve,PartInhibit,Weak,Slight,LowMtsHighPl,StrongPos,Increasing,LessUnstable,ModerateOrLe,Average,Steep,XNIL,NoMajor,B,B,SIG,SIG,SIG,Other,DenvCyclone,LittleChange,QStationary,NWQuad,LVorOther,E_NE
Jun15_Jul1,C,CThruK,PartInhibit,Average,Stability,CDEJ,LILt_8,LessUnstable,None,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,Neutral,Cloudy,PC,PC,Clear,Weak,Other,None,Strong,Strong,None,IncCapDecIns,Increasing,MoreThanAve,Stifling,Unfavorable,None,LowAtStation,Negative,Decreasing,LessUnstable,ModerateOrLe,Dry,CloseToDryAd,SIG,StrongFront,ACEFK,C,XNIL,XNIL,SIG,MoistMDryL,E_W_N,SigPositive,Other,NWQuad,LVorOther,LongAnticyc
May15_Jun14,B,AB,PartInhibit,Average,Instability,ABI,N5GtLIGt_8,MoreUnstable,Strong,StrongUp,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Cloudy,Clear,Clear,Strong,DCVZFavor,Weak,Weak,Weak,Some,LittleChange,LittleChange,Average,PartInhibit,Weak,Slight,HighEvrywher,Neutral,LittleChange,MoreUnstable,Steep,VeryMoist,CloseToDryAd,SVR,NoMajor,B,B,SIG,XNIL,SVR,DryMMoistL,DenvCyclone,NegToPos,Other,SWQuad,Westerly,DenvCyclone
Jul2_Jul15,G,CThruK,PartInhibit,Average,Instability,G,LIGt0,Average,Weak,Neutral,StronUp,StrongUp,StrongUp,StrongUp,VeryWet,VeryWet,VeryWet,VeryWet,Clear,Cloudy,Clear,PC,Strong,Other,None,None,None,None,LittleChange,LittleChange,Average,None,Weak,Moderate,LowAtStation,Negative,Decreasing,LessUnstable,CloseToDryAd,Dry,CloseToDryAd,SIG,NoMajor,GJ,G,XNIL,XNIL,SIG,MoistMDryL,None,NegToPos,None,LV,Westerly,SEQuad
Aug20_Sep15,A,AB,Stifling,MoreThanAve,Neutral,ABI,LIGt0,LessUnstable,None,Neutral,Neutral,StrongUp,WeakUp,WeakUp,Neutral,Wet,Neutral,Wet,PC,Cloudy,Cloudy,Cloudy,None,DCVZFavor,None,None,Strong,None,DecCapIncIns,Decreasing,Average,PartInhibit,Strong,Slight,LowSHighN,Neutral,Increasing,Average,Steep,Average,Steep,XNIL,StrongFront,ACEFK,A,XNIL,XNIL,XNIL,Other,DenvCyclone,PosToNeg,Moving,SWQuad,Westerly,SEQuad
Aug11_Aug20,E,CThruK,PartInhibit,MoreThanAve,Instability,CDEJ,N1GtLIGt_4,Average,None,Neutral,Neutral,WeakUp,Neutral,Neutral,Dry,Dry,Wet,Wet,PC,Clear,PC,PC,None,StrongWest,None,None,Weak,None,IncCapDecIns,Increasing,MoreThanAve,None,Moderate,Moderate,HighEvrywher,WeakPos,Increasing,Average,CloseToDryAd,Average,ModerateOrLe,XNIL,OtherRapid,ACEFK,E,XNIL,XNIL,XNIL,MoistMDryL,DryLine,LittleChange,None,AllElse,Westerly,WidespdDnsl
Jul16_Aug10,K,CThruK,Stifling,MoreThanAve,Neutral,K,N1GtLIGt_4,MoreUnstable,None,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Wet,Wet,Wet,Neutral,PC,Cloudy,Cloudy,Cloudy,None,Other,None,Weak,Strong,None,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Weak,None,LowNHighS,StrongPos,Increasing,MoreUnstable,Steep,Average,CloseToDryAd,XNIL,StrongFront,ACEFK,K,XNIL,XNIL,XNIL,MoistMDryL,MovingFtorOt,PosToNeg,None,AllElse,Westerly,SEQuad
Jul2_Jul15,C,CThruK,PartInhibit,Average,Neutral,CDEJ,N1GtLIGt_4,Average,Strong,StrongUp,Down,StrongUp,StrongUp,StrongUp,Neutral,Dry,Neutral,Wet,Clear,PC,PC,PC,Strong,DCVZFavor,Weak,Weak,Strong,Marked,LittleChange,LittleChange,Average,None,Unfavorable,None,Other,WeakPos,Increasing,MoreUnstable,Steep,Average,Steep,SVR,MarkedUpper,ACEFK,C,XNIL,XNIL,SVR,Other,E_W_S,LittleChange,Moving,NWQuad,Westerly,WidespdDnsl
Aug20_Sep15,G,CThruK,PartInhibit,Average,Instability,G,LILt_8,MoreUnstable,Strong,Neutral,Down,WeakUp,Down,Down,Dry,Neutral,Dry,Dry,PC,Clear,Clear,Clear,Strong,Westerly,Weak,Weak,Weak,Some,IncCapDecIns,Increasing,Average,PartInhibit,Unfavorable,Slight,LowSHighN,StrongPos,Increasing,MoreUnstable,CloseToDryAd,Dry,CloseToDryAd,SVR,NoMajor,GJ,G,XNIL,XNIL,SVR,Other,None,LittleChange,None,NWQuad,LVorOther,WidespdDnsl
May15_Jun14,A,AB,PartInhibit,LessThanAve,Stability,ABI,N5GtLIGt_8,LessUnstable,Strong,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Wet,Wet,Wet,VeryWet,Clear,Clear,Clear,PC,Strong,Other,None,None,None,None,IncCapDecIns,Increasing,LessThanAve,Stifling,Strong,Moderate,HighEvrywher,Neutral,LittleChange,LessUnstable,Steep,VeryMoist,ModerateOrLe,SIG,MarkedUpper,ACEFK,A,XNIL,XNIL,SIG,Other,DenvCyclone,LittleChange,None,SWQuad,Westerly,SEQuad
Aug20_Sep15,A,AB,PartInhibit,LessThanAve,Stability,ABI,LILt_8,LessUnstable,Weak,Down,Neutral,WeakUp,Neutral,Neutral,Wet,Neutral,Wet,VeryWet,Clear,Clear,Clear,Clear,Weak,Westerly,None,None,None,Some,DecCapIncIns,Decreasing,LessThanAve,None,Weak,Slight,LowEvrywhere,WeakPos,LittleChange,LessUnstable,Steep,VeryMoist,ModerateOrLe,XNIL,OtherRapid,ACEFK,A,XNIL,XNIL,XNIL,DryMMoistL,MovingFtorOt,NegToPos,Other,SWQuad,LVorOther,DenvCyclone
May15_Jun14,H,CThruK,PartInhibit,Average,Neutral,H,N1GtLIGt_4,Average,Strong,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Cloudy,Clear,Clear,Strong,StrongWest,Strong,None,Strong,Some,IncCapDecIns,Increasing,MoreThanAve,None,Weak,None,Other,StrongPos,Increasing,MoreUnstable,Stable,VeryMoist,CloseToDryAd,SVR,MarkedUpper,HI,H,XNIL,XNIL,SVR,Other,MovingFtorOt,NegToPos,None,LV,LVorOther,E_NE
Jul2_Jul15,G,CThruK,PartInhibit,MoreThanAve,Neutral,G,N1GtLIGt_4,Average,None,StrongUp,Down,Neutral,WeakUp,WeakUp,Dry,Dry,Dry,Dry,Clear,Clear,Clear,Clear,None,Other,None,None,None,None,LittleChange,LittleChange,MoreThanAve,PartInhibit,Strong,Moderate,LowSHighN,StrongPos,LittleChange,MoreUnstable,CloseToDryAd,Dry,CloseToDryAd,XNIL,NoMajor,GJ,G,SIG,SIG,SIG,Other,None,SigNegative,None,SWQuad,Westerly,WidespdDnsl
Jun15_Jul1,J,CThruK,PartInhibit,Average,Stability,CDEJ,LIGt0,LessUnstable,Strong,Down,Down,Neutral,Down,Down,Dry,Neutral,VeryWet,Wet,PC,PC,Clear,Clear,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Average,None,Weak,Slight,LowMtsHighPl,Neutral,LittleChange,Average,Steep,Average,CloseToDryAd,SIG,NoMajor,GJ,J,XNIL,XNIL,SIG,DryMMoistL,E_W_N,LittleChange,None,LV,LVorOther,SEQuad
Jul2_Jul15,K,CThruK,None,LessThanAve,Instability,K,N1GtLIGt_4,MoreUnstable,None,Neutral,Down,WeakUp,Neutral,Neutral,Neutral,Dry,Dry,Dry,PC,PC,PC,PC,None,Other,None,None,None,None,LittleChange,LittleChange,LessThanAve,PartInhibit,Weak,None,Other,Negative,Decreasing,LessUnstable,Steep,Average,ModerateOrLe,XNIL,NoMajor,ACEFK,K,XNIL,XNIL,XNIL,DryMMoistL,Other,PosToNeg,Moving,SWQuad,LVorOther,WidespdDnsl
Aug20_Sep15,D,CThruK,Stifling,MoreThanAve,Instability,CDEJ,N1GtLIGt_4,LessUnstable,Strong,Down,Down,Neutral,Down,Down,VeryWet,Wet,Wet,Wet,Cloudy,Clear,Cloudy,Cloudy,Strong,DCVZFavor,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Weak,None,LowNHighS,WeakPos,LittleChange,LessUnstable,CloseToDryAd,VeryMoist,ModerateOrLe,XNIL,StrongFront,D,D,XNIL,XNIL,XNIL,DryMMoistL,DenvCyclone,PosToNeg,Moving,AllElse,LVorOther,LongAnticyc
May15_Jun14,B,AB,PartInhibit,Average,Instability,ABI,N5GtLIGt_8,MoreUnstable,Weak,Down,StronUp,WeakUp,Neutral,Neutral,Neutral,Wet,Wet,Neutral,PC,Cloudy,Cloudy,Cloudy,Weak,StrongWest,Weak,Weak,Weak,Some,IncCapDecIns,Increasing,MoreThanAve,TotalInhibit,Weak,None,LowMtsHighPl,WeakPos,Increasing,MoreUnstable,ModerateOrLe,Average,ModerateOrLe,XNIL,NoMajor,B,B,SIG,XNIL,XNIL,Other,None,PosToNeg,None,NWQuad,LVorOther,DenvCyclone
Jul16_Aug10,B,AB,PartInhibit,Average,Stability,ABI,N1GtLIGt_4,MoreUnstable,None,StrongUp,Down,Neutral,StrongUp,StrongUp,Dry,Dry,VeryWet,VeryWet,Clear,PC,Clear,Cloudy,None,Other,None,None,None,None,DecCapIncIns,Decreasing,LessThanAve,Stifling,Moderate,None,LowSHighN,Negative,LittleChange,MoreUnstable,Stable,Average,ModerateOrLe,XNIL,NoMajor,B,B,XNIL,XNIL,XNIL,Other,DenvCyclone,LittleChange,Other,SWQuad,LVorOther,DenvCyclone
Jun15_Jul1,E,CThruK,PartInhibit,Average,Instability,CDEJ,N1GtLIGt_4,Average,Weak,Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,PC,PC,PC,PC,Strong,Westerly,Strong,None,Weak,Some,IncCapDecIns,Increasing,MoreThanAve,None,Weak,Slight,LowEvrywhere,WeakPos,Increasing,MoreUnstable,Stable,Dry,ModerateOrLe,SVR,NoMajor,ACEFK,E,XNIL,XNIL,SVR,MoistMDryL,DenvCyclone,SigPositive,None,SWQuad,Westerly,DenvCyclone
Jul2_Jul15,K,CThruK,PartInhibit,Average,Stability,K,N1GtLIGt_4,Average,Weak,StrongUp,WeakUp,Down,WeakUp,WeakUp,Neutral,VeryWet,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,Westerly,Weak,None,Weak,Marked,LittleChange,LittleChange,LessThanAve,PartInhibit,Moderate,Slight,LowNHighS,Neutral,LittleChange,Average,CloseToDryAd,Average,ModerateOrLe,XNIL,StrongFront,ACEFK,K,SIG,SIG,SIG,DryMMoistL,MovingFtorOt,LittleChange,QStationary,AllElse,Westerly,SEQuad
Jul2_Jul15,G,CThruK,TotalInhibit,MoreThanAve,Instability,G,N5GtLIGt_8,MoreUnstable,Strong,Down,Neutral,Down,Down,Down,Neutral,VeryWet,Neutral,Dry,Cloudy,PC,PC,PC,Strong,StrongWest,Strong,None,Strong,Some,LittleChange,LittleChange,MoreThanAve,PartInhibit,Weak,None,LowEvrywhere,Neutral,LittleChange,MoreUnstable,CloseToDryAd,Dry,CloseToDryAd,SVR,MarkedUpper,GJ,G,SVR,SVR,SVR,MoistMDryL,Other,NegToPos,None,LV,LVorOther,WidespdDnsl
Aug20_Sep15,G,CThruK,PartInhibit,Average,Stability,G,N5GtLIGt_8,Average,None,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Wet,Dry,Neutral,Wet,Clear,PC,Clear,PC,None,Westerly,None,Weak,Weak,None,IncCapDecIns,Increasing,MoreThanAve,None,Moderate,Strong,LowSHighN,Negative,Decreasing,Average,Steep,Dry,CloseToDryAd,XNIL,NoMajor,GJ,G,SIG,SIG,SIG,Other,Other,SigPositive,None,SWQuad,LVorOther,LV
Aug20_Sep15,C,CThruK,PartInhibit,Average,Instability,CDEJ,N1GtLIGt_4,MoreUnstable,Weak,StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Dry,VeryWet,Wet,Wet,PC,Cloudy,Cloudy,Cloudy,Weak,Westerly,Weak,None,Weak,Some,IncCapDecIns,Increasing,Average,None,Strong,Strong,LowAtStation,StrongPos,LittleChange,MoreUnstable,Steep,Average,CloseToDryAd,XNIL,MarkedUpper,ACEFK,C,XNIL,XNIL,XNIL,Other,E_W_S,SigNegative,None,AllElse,LVorOther,LongAnticyc
Aug11_Aug20,E,CThruK,Stifling,Average,Stability,CDEJ,N1GtLIGt_4,MoreUnstable,None,WeakUp,StronUp,StrongUp,StrongUp,StrongUp,Dry,Neutral,VeryWet,VeryWet,PC,Cloudy,PC,Cloudy,None,Westerly,None,None,None,None,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Strong,Slight,LowAtStation,Neutral,Increasing,MoreUnstable,Steep,Dry,Steep,XNIL,NoMajor,ACEFK,E,XNIL,XNIL,XNIL,MoistMDryL,DryLine,LittleChange,None,AllElse,Westerly,LV
May15_Jun14,D,CThruK,PartInhibit,Average,Stability,CDEJ,N5GtLIGt_8,LessUnstable,Strong,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Dry,Neutral,PC,PC,PC,PC,Strong,Westerly,Strong,None,Weak,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Unfavorable,None,LowNHighS,WeakPos,Increasing,LessUnstable,CloseToDryAd,VeryMoist,CloseToDryAd,XNIL,NoMajor,D,D,XNIL,XNIL,XNIL,DryMMoistL,None,SigNegative,QStationary,NWQuad,LVorOther,DenvCyclone
May15_Jun14,H,CThruK,PartInhibit,MoreThanAve,Stability,H,N5GtLIGt_8,MoreUnstable,None,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Dry,VeryWet,VeryWet,Wet,Clear,Clear,Clear,PC,None,StrongWest,None,None,Strong,None,DecCapIncIns,Decreasing,LessThanAve,None,Strong,Moderate,LowMtsHighPl,Neutral,Increasing,MoreUnstable,Stable,Average,ModerateOrLe,XNIL,MarkedUpper,HI,H,XNIL,XNIL,XNIL,DryMMoistL,MovingFtorOt,PosToNeg,Moving,NWQuad,LVorOther,E_NE
Jul16_Aug10,E,CThruK,None,LessThanAve,Neutral,CDEJ,N1GtLIGt_4,MoreUnstable,Weak,Down,Down,Down,Down,Down,Wet,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,LessThanAve,PartInhibit,Moderate,None,HighEvrywher,Neutral,LittleChange,MoreUnstable,Steep,Average,Steep,SIG,NoMajor,ACEFK,E,XNIL,XNIL,SIG,MoistMDryL,None,SigNegative,Other,SWQuad,Westerly,WidespdDnsl
Jul16_Aug10,J,CThruK,PartInhibit,Average,Stability,CDEJ,LIGt0,LessUnstable,Strong,WeakUp,Down,Down,Down,Down,Wet,Dry,Dry,Dry,PC,Clear,PC,PC,Strong,Westerly,None,Weak,Strong,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Weak,None,LowAtStation,WeakPos,Increasing,LessUnstable,Steep,Average,ModerateOrLe,SIG,NoMajor,GJ,J,XNIL,XNIL,SIG,Other,DryLine,LittleChange,None,LV,LVorOther,LV
Aug20_Sep15,D,CThruK,PartInhibit,Average,Stability,CDEJ,N5GtLIGt_8,Average,None,Down,Neutral,WeakUp,Down,Down,Dry,Dry,Neutral,Dry,Clear,Clear,Clear,Clear,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Strong,Strong,LowMtsHighPl,Negative,Decreasing,LessUnstable,Steep,Average,CloseToDryAd,XNIL,MarkedUpper,D,D,XNIL,XNIL,XNIL,MoistMDryL,DenvCyclone,SigNegative,Moving,NWQuad,Westerly,WidespdDnsl
Aug20_Sep15,K,CThruK,None,LessThanAve,Stability,K,N1GtLIGt_4,LessUnstable,Weak,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,StrongWest,Strong,Weak,Weak,Marked,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Unfavorable,Moderate,LowNHighS,WeakPos,Decreasing,LessUnstable,ModerateOrLe,Dry,ModerateOrLe,SIG,MarkedUpper,ACEFK,K,XNIL,XNIL,SIG,Other,None,SigNegative,QStationary,AllElse,Westerly,SEQuad
Jul16_Aug10,F,CThruK,None,LessThanAve,Stability,F,N1GtLIGt_4,Average,Weak,Neutral,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Westerly,Weak,None,Weak,None,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Moderate,Moderate,HighEvrywher,Neutral,LittleChange,LessUnstable,Stable,VeryMoist,ModerateOrLe,XNIL,NoMajor,ACEFK,F,XNIL,SIG,SIG,Other,E_W_S,LittleChange,None,LV,LVorOther,LV
Jul16_Aug10,F,CThruK,PartInhibit,Average,Stability,F,N5GtLIGt_8,Average,Strong,Down,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Dry,Dry,Clear,Clear,Clear,Clear,Strong,StrongWest,Strong,Weak,Weak,Marked,LittleChange,LittleChange,Average,PartInhibit,Moderate,None,HighEvrywher,Neutral,LittleChange,Average,ModerateOrLe,VeryMoist,Steep,SIG,NoMajor,ACEFK,F,XNIL,XNIL,SIG,Other,None,LittleChange,None,AllElse,LVorOther,SEQuad
Jul16_Aug10,I,CThruK,TotalInhibit,MoreThanAve,Instability,ABI,N5GtLIGt_8,MoreUnstable,None,Neutral,Down,Neutral,Down,Down,Neutral,Neutral,Neutral,Neutral,PC,Cloudy,PC,Clear,None,StrongWest,None,None,Weak,None,LittleChange,LittleChange,MoreThanAve,Stifling,Moderate,Slight,LowSHighN,Negative,Decreasing,Average,Steep,Dry,CloseToDryAd,XNIL,NoMajor,HI,I,XNIL,SIG,SIG,DryMMoistL,E_W_S,NegToPos,Moving,AllElse,LVorOther,LV
Aug20_Sep15,K,CThruK,None,LessThanAve,Instability,K,LIGt0,MoreUnstable,Weak,StrongUp,WeakUp,StrongUp,StrongUp,StrongUp,Neutral,VeryWet,Dry,Dry,PC,PC,PC,PC,Weak,DCVZFavor,Weak,None,Strong,None,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Moderate,Strong,LowNHighS,WeakPos,LittleChange,MoreUnstable,ModerateOrLe,VeryMoist,ModerateOrLe,SIG,StrongFront,ACEFK,K,SIG,SIG,SIG,DryMMoistL,MovingFtorOt,LittleChange,None,AllElse,Westerly,SEQuad
