Age,SocioEcon,RiskAversion,MakeModel,VehicleYear,Antilock,Mileage,SeniorTrain,DrivingSkill,DrivQuality,Accident,Airbag,AntiTheft,CarValue,RuggedAuto,Cushioning,DrivHist,GoodStudent,HomeBase,ILiCost,MedCost,OtherCar,OtherCarCost,ThisCarDam,Theft,ThisCarCost,PropCost
Adult,UpperMiddle,Normal,SportsCar,Older,False,TwentyThou,False,Normal,Normal,None,False,True,TenThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Adventurous,FamilySedan,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TwentyThou,EggShell,Fair,Zero,True,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Prole,Adventurous,FamilySedan,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,TwentyThou,Tank,Good,One,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Current,False,Domino,False,Normal,Poor,Severe,True,False,TenThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,True,HundredThou,Severe,False,TenThou,Million
Adolescent,Prole,Adventurous,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,None,False,False,TwentyThou,Tank,Excellent,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,Tank,Good,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,Economy,Older,False,TwentyThou,True,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Middle,Normal,FamilySedan,Current,False,FiveThou,False,Normal,Normal,None,True,False,TwentyThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,SportsCar,Older,False,FiveThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,FamilySedan,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TwentyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Cautious,FamilySedan,Current,True,FiftyThou,False,Expert,Excellent,None,True,True,TwentyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Current,False,Domino,False,SubStandard,Poor,Severe,True,False,TwentyThou,Tank,Excellent,Many,False,Suburb,Thousand,Thousand,True,HundredThou,Moderate,False,HundredThou,Million
Senior,Prole,Normal,Economy,Current,False,FiftyThou,True,Expert,Excellent,None,True,True,TenThou,Football,Good,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Fair,Many,False,City,Thousand,Thousand,True,HundredThou,Severe,False,TenThou,HundredThou
Adult,Prole,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,True,True,FiveThou,Football,Excellent,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adolescent,Prole,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,Tank,Good,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,Mild,False,False,FiveThou,Tank,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adult,Middle,Cautious,SportsCar,Current,True,TwentyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,Prole,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Fair,Many,False,City,Thousand,Million,True,TenThou,Severe,False,TenThou,HundredThou
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Poor,Many,False,City,TenThou,TenThou,True,HundredThou,Severe,False,TenThou,HundredThou
Adolescent,UpperMiddle,Cautious,FamilySedan,Current,True,FiveThou,False,Normal,Normal,None,True,True,TenThou,Football,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Excellent,None,False,False,TwentyThou,Football,Poor,One,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TwentyThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Cautious,Luxury,Current,True,TwentyThou,False,Normal,Normal,None,True,True,FiftyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Middle,Adventurous,SportsCar,Current,True,TwentyThou,False,Expert,Excellent,None,True,False,TwentyThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,SubStandard,Poor,Moderate,True,True,FiftyThou,Football,Excellent,Many,False,Secure,Thousand,Thousand,True,Thousand,Moderate,False,HundredThou,HundredThou
Adult,Prole,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,TenThou,Football,Fair,Many,False,City,Thousand,Thousand,False,Thousand,Severe,False,TenThou,TenThou
Adult,UpperMiddle,Normal,FamilySedan,Current,True,FiftyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,SubStandard,Poor,None,True,True,FiftyThou,Tank,Excellent,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Older,False,FiftyThou,True,Normal,Normal,Mild,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,TenThou,Mild,False,Thousand,TenThou
Adolescent,Prole,Normal,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,Tank,Excellent,One,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,Luxury,Current,True,FiveThou,False,SubStandard,Poor,Mild,True,False,FiftyThou,EggShell,Poor,Many,False,Rural,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adult,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,SubStandard,Poor,None,True,True,FiftyThou,Football,Good,Many,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Cautious,Economy,Older,False,FiftyThou,False,Normal,Excellent,None,False,True,FiveThou,EggShell,Fair,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,Expert,Excellent,None,True,True,FiftyThou,Football,Good,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Older,False,FiftyThou,True,Normal,Normal,None,False,True,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,SportsCar,Older,False,FiftyThou,True,Expert,Excellent,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Current,False,TwentyThou,False,Expert,Excellent,None,True,True,TwentyThou,Football,Excellent,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Severe,True,False,FiveThou,EggShell,Poor,Many,False,City,TenThou,Million,False,TenThou,Severe,False,TenThou,TenThou
Senior,Prole,Cautious,FamilySedan,Older,False,FiveThou,True,Normal,Normal,None,False,True,TwentyThou,Tank,Excellent,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,False,TwentyThou,Football,Fair,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,Football,Fair,Many,False,Suburb,Thousand,Thousand,False,HundredThou,Severe,False,TenThou,HundredThou
Adult,Middle,Normal,FamilySedan,Current,False,FiveThou,False,Normal,Normal,None,True,False,TwentyThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,None,False,False,FiveThou,EggShell,Fair,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,None,False,True,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,UpperMiddle,Adventurous,FamilySedan,Current,True,FiftyThou,False,SubStandard,Poor,Mild,True,True,TwentyThou,Football,Good,Many,True,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,FamilySedan,Current,False,FiftyThou,True,Normal,Normal,None,True,True,TwentyThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Poor,Moderate,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,True,HundredThou,Moderate,False,Thousand,HundredThou
Senior,Middle,Cautious,FamilySedan,Older,False,TwentyThou,True,Expert,Excellent,None,False,True,FiveThou,Tank,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,SportsCar,Current,True,FiftyThou,False,Normal,Normal,None,True,False,Million,EggShell,Poor,One,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Prole,Adventurous,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,False,TenThou,Football,Fair,Many,True,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Current,True,TwentyThou,False,Normal,Normal,None,True,False,TwentyThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Psychopath,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,Economy,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Middle,Cautious,FamilySedan,Older,False,FiveThou,False,Normal,Normal,None,True,True,TwentyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Cautious,Economy,Older,False,TwentyThou,False,Expert,Excellent,None,False,True,FiveThou,EggShell,Fair,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Cautious,Luxury,Current,True,TwentyThou,False,SubStandard,Poor,None,True,True,FiftyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,SportsCar,Older,False,FiftyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Current,True,Domino,False,Normal,Normal,None,True,False,TwentyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Psychopath,FamilySedan,Older,False,FiftyThou,False,Normal,Poor,Mild,False,False,FiveThou,Football,Fair,Many,False,City,Thousand,Thousand,False,Thousand,Mild,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,FamilySedan,Current,False,TwentyThou,False,SubStandard,Poor,None,True,False,TwentyThou,Football,Fair,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Middle,Normal,FamilySedan,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,Tank,Good,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,FamilySedan,Current,True,Domino,False,Normal,Poor,Mild,True,False,TwentyThou,Football,Excellent,Zero,False,Suburb,Thousand,Thousand,False,Thousand,Mild,False,Thousand,TenThou
Senior,Prole,Cautious,Economy,Older,False,TwentyThou,True,Normal,Normal,None,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adolescent,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,True,False,FiveThou,Football,Excellent,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adolescent,Prole,Normal,Economy,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TenThou,Football,Good,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Cautious,Luxury,Current,True,TwentyThou,False,Normal,Normal,None,True,True,FiftyThou,EggShell,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Moderate,False,False,FiveThou,EggShell,Poor,Many,False,Suburb,TenThou,TenThou,False,TenThou,Moderate,False,Thousand,TenThou
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,Expert,Excellent,None,False,False,TenThou,Football,Good,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,True,TenThou,Football,Fair,Many,False,Suburb,Thousand,Thousand,True,Thousand,Mild,False,TenThou,TenThou
Adolescent,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Poor,Mild,False,False,TenThou,Football,Good,One,False,Suburb,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,Football,Fair,Many,False,Secure,Thousand,Thousand,True,TenThou,Severe,False,TenThou,HundredThou
Senior,Prole,Normal,Economy,Older,False,TwentyThou,True,Expert,Excellent,None,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TwentyThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Prole,Adventurous,SportsCar,Older,False,TwentyThou,False,Normal,Excellent,None,False,False,TwentyThou,EggShell,Poor,One,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,Prole,Cautious,Economy,Older,False,TwentyThou,True,Normal,Normal,None,False,True,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,True,True,TenThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,UpperMiddle,Cautious,SportsCar,Older,False,TwentyThou,False,Normal,Normal,Mild,False,True,TwentyThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adolescent,Middle,Adventurous,SportsCar,Older,False,Domino,False,SubStandard,Poor,None,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,SubStandard,Poor,Severe,True,True,FiftyThou,Football,Good,Many,True,Secure,TenThou,Thousand,True,TenThou,Severe,False,HundredThou,HundredThou
Adult,Middle,Normal,FamilySedan,Current,True,FiftyThou,False,Expert,Excellent,None,True,False,TwentyThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Middle,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,EggShell,Fair,Many,False,Suburb,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,True,FiveThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Cautious,Economy,Older,False,FiveThou,False,SubStandard,Poor,None,False,True,FiveThou,EggShell,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Cautious,FamilySedan,Current,False,FiftyThou,False,SubStandard,Poor,Severe,True,True,TwentyThou,Football,Excellent,Zero,False,Secure,Thousand,Thousand,True,TenThou,Severe,False,HundredThou,HundredThou
Adult,Middle,Normal,FamilySedan,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TwentyThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Current,False,TwentyThou,False,Normal,Normal,None,True,True,TwentyThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,Economy,Current,False,FiftyThou,True,Normal,Normal,None,True,False,FiveThou,Football,Excellent,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,True,FiveThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Cautious,SportsCar,Older,False,TwentyThou,False,Normal,Normal,Moderate,False,True,TwentyThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,Moderate,False,HundredThou,HundredThou
Adult,Wealthy,Normal,SuperLuxury,Current,True,FiftyThou,False,SubStandard,Poor,Severe,True,True,Million,Tank,Excellent,Many,False,Secure,Thousand,Thousand,False,HundredThou,Moderate,False,Million,Million
Adolescent,Middle,Normal,FamilySedan,Current,True,FiftyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Good,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,True,False,FiveThou,Football,Good,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Senior,Prole,Adventurous,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Fair,Many,False,City,TenThou,Million,True,TenThou,Severe,False,TenThou,TenThou
Adolescent,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Poor,Moderate,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,TenThou,Moderate,False,TenThou,HundredThou
Adolescent,Prole,Adventurous,FamilySedan,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,TwentyThou,Tank,Good,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
